Iteration 0: BestViol=24597.5250 BestAff=0 BestCompact=45189.07 CurScore=246020439.0661 BestScore=246020439.0661 Temp=12301021.95 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=12032.8250 BestAff=0 BestCompact=48517.23 CurScore=120376796.4936 BestScore=120376767.2327 Temp=81850.61 NoImprove=36 Restarts=0 Time=1.09s
Iteration 2000: BestViol=9481.3600 BestAff=0 BestCompact=49755.42 CurScore=94863391.2913 BestScore=94863355.4173 Temp=544.63 NoImprove=41 Restarts=0 Time=1.98s
Iteration 3000: BestViol=9481.3600 BestAff=0 BestCompact=49517.44 CurScore=94863117.4404 BestScore=94863117.4404 Temp=3.62 NoImprove=85 Restarts=0 Time=2.80s
Iteration 4000: BestViol=9481.3600 BestAff=0 BestCompact=49490.88 CurScore=294524678.2542 BestScore=94863090.8804 Temp=3098108.45 NoImprove=357 Restarts=1 Time=3.74s
Iteration 5000: BestViol=9393.3000 BestAff=0 BestCompact=45686.16 CurScore=97785415.4813 BestScore=93978686.1643 Temp=1094975.33 NoImprove=37 Restarts=3 Time=4.77s
Iteration 6000: BestViol=7871.1675 BestAff=0 BestCompact=46603.58 CurScore=78788247.3290 BestScore=78758278.5815 Temp=7285.93 NoImprove=307 Restarts=3 Time=5.79s
Iteration 7000: BestViol=7470.7975 BestAff=0 BestCompact=46828.69 CurScore=74754803.6851 BestScore=74754803.6851 Temp=48.48 NoImprove=280 Restarts=3 Time=6.75s
Iteration 8000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=211282040.3485 BestScore=74574652.5268 Temp=1315839.60 NoImprove=425 Restarts=4 Time=7.75s
Iteration 9000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=243884278.3664 BestScore=74574652.5268 Temp=1683288.70 NoImprove=423 Restarts=6 Time=8.88s
Iteration 10000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=295924951.7339 BestScore=74574652.5268 Temp=1813955.02 NoImprove=421 Restarts=8 Time=9.99s
Iteration 11000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=286242906.7680 BestScore=74574652.5268 Temp=1988399.32 NoImprove=419 Restarts=10 Time=11.12s
Iteration 12000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=235576149.2506 BestScore=74574652.5268 Temp=1537988.22 NoImprove=417 Restarts=12 Time=12.16s
Iteration 13000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=197700235.5349 BestScore=74574652.5268 Temp=1321380.57 NoImprove=415 Restarts=14 Time=13.24s
Iteration 14000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=146809326.2044 BestScore=74574652.5268 Temp=929102.42 NoImprove=413 Restarts=16 Time=14.28s
Iteration 15000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=242938390.9521 BestScore=74574652.5268 Temp=1645017.65 NoImprove=411 Restarts=18 Time=15.35s
Iteration 16000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=309255742.2701 BestScore=74574652.5268 Temp=2121525.25 NoImprove=409 Restarts=20 Time=16.42s
Iteration 17000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=282538604.4547 BestScore=74574652.5268 Temp=1756656.32 NoImprove=407 Restarts=22 Time=17.50s
Iteration 18000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=187136162.3193 BestScore=74574652.5268 Temp=1511430.12 NoImprove=405 Restarts=24 Time=18.61s
Iteration 19000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=332173134.0435 BestScore=74574652.5268 Temp=2161536.82 NoImprove=403 Restarts=26 Time=19.68s
Iteration 20000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=112887585.7012 BestScore=74574652.5268 Temp=1018137.30 NoImprove=401 Restarts=28 Time=20.81s
Iteration 21000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=205929219.1047 BestScore=74574652.5268 Temp=1809180.65 NoImprove=399 Restarts=30 Time=21.84s
Iteration 22000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=313427623.7265 BestScore=74574652.5268 Temp=2244745.23 NoImprove=397 Restarts=32 Time=22.96s
Iteration 23000: BestViol=7452.7975 BestAff=0 BestCompact=46677.53 CurScore=183727938.7761 BestScore=74574652.5268 Temp=1320001.97 NoImprove=395 Restarts=34 Time=24.04s
