Iteration 0: BestViol=18812.0350 BestAff=914 BestCompact=49009.23 CurScore=193196359.2337 BestScore=193196359.2337 Temp=9659817.96 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=2142.4925 BestAff=901 BestCompact=53396.26 CurScore=26433821.2625 BestScore=26433821.2625 Temp=64276.13 NoImprove=4 Restarts=0 Time=4.02s
Iteration 2000: BestViol=1723.1950 BestAff=903 BestCompact=53274.49 CurScore=22251724.4940 BestScore=22251724.4940 Temp=427.69 NoImprove=446 Restarts=0 Time=7.49s
Iteration 3000: BestViol=1710.2725 BestAff=903 BestCompact=53229.91 CurScore=22122454.9129 BestScore=22122454.9129 Temp=2.85 NoImprove=256 Restarts=0 Time=10.72s
Iteration 4000: BestViol=1693.4825 BestAff=903 BestCompact=53219.86 CurScore=21954544.8646 BestScore=21954544.8646 Temp=0.02 NoImprove=971 Restarts=0 Time=13.81s
Iteration 5000: BestViol=1693.4825 BestAff=903 BestCompact=53219.86 CurScore=21954544.8646 BestScore=21954544.8646 Temp=0.00 NoImprove=1971 Restarts=0 Time=16.79s
Iteration 6000: BestViol=1055.6900 BestAff=904 BestCompact=53547.29 CurScore=15582447.2878 BestScore=15582447.2878 Temp=0.00 NoImprove=56 Restarts=0 Time=19.69s
Iteration 7000: BestViol=1055.6900 BestAff=904 BestCompact=53547.29 CurScore=15582447.2878 BestScore=15582447.2878 Temp=0.00 NoImprove=1056 Restarts=0 Time=22.56s
Iteration 8000: BestViol=1055.6900 BestAff=904 BestCompact=53419.44 CurScore=15582319.4430 BestScore=15582319.4430 Temp=0.00 NoImprove=68 Restarts=0 Time=25.43s
Iteration 9000: BestViol=1055.6900 BestAff=904 BestCompact=53203.89 CurScore=15582103.8911 BestScore=15582103.8911 Temp=0.00 NoImprove=86 Restarts=0 Time=28.66s
Iteration 10000: BestViol=1053.6900 BestAff=904 BestCompact=53167.57 CurScore=15562067.5747 BestScore=15562067.5747 Temp=0.00 NoImprove=278 Restarts=0 Time=31.76s
Iteration 11000: BestViol=1053.6900 BestAff=904 BestCompact=53167.57 CurScore=15562067.5747 BestScore=15562067.5747 Temp=0.00 NoImprove=1278 Restarts=0 Time=34.81s
Iteration 12000: BestViol=1053.6900 BestAff=904 BestCompact=53167.57 CurScore=15562067.5747 BestScore=15562067.5747 Temp=0.00 NoImprove=2278 Restarts=0 Time=37.68s
Iteration 13000: BestViol=1053.6900 BestAff=904 BestCompact=53055.79 CurScore=15561955.7872 BestScore=15561955.7872 Temp=0.00 NoImprove=868 Restarts=0 Time=40.76s
Iteration 14000: BestViol=1053.6900 BestAff=904 BestCompact=53055.79 CurScore=15561955.7872 BestScore=15561955.7872 Temp=0.00 NoImprove=1868 Restarts=0 Time=43.68s
Iteration 15000: BestViol=1053.6900 BestAff=904 BestCompact=53055.79 CurScore=15561955.7872 BestScore=15561955.7872 Temp=0.00 NoImprove=2868 Restarts=0 Time=46.77s
Iteration 16000: BestViol=1053.6900 BestAff=904 BestCompact=53055.79 CurScore=15561955.7872 BestScore=15561955.7872 Temp=0.00 NoImprove=3868 Restarts=0 Time=49.64s
Iteration 17000: BestViol=1053.6900 BestAff=904 BestCompact=53055.79 CurScore=15561955.7872 BestScore=15561955.7872 Temp=0.00 NoImprove=4868 Restarts=0 Time=52.62s
