Iteration 0: BestViol=37918.3300 BestAff=0 BestCompact=55063.01 CurScore=379238363.0147 BestScore=379238363.0147 Temp=18961918.15 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=6581.7750 BestAff=0 BestCompact=64376.95 CurScore=66074480.1937 BestScore=65882126.9512 Temp=126172.01 NoImprove=89 Restarts=0 Time=2.93s
Iteration 2000: BestViol=5312.2220 BestAff=0 BestCompact=65689.54 CurScore=53187909.5355 BestScore=53187909.5355 Temp=839.54 NoImprove=329 Restarts=0 Time=5.93s
Iteration 3000: BestViol=5005.8090 BestAff=0 BestCompact=65645.22 CurScore=50123735.2227 BestScore=50123735.2227 Temp=5.59 NoImprove=4 Restarts=0 Time=8.13s
Iteration 4000: BestViol=4965.2740 BestAff=0 BestCompact=66046.00 CurScore=49718785.9996 BestScore=49718785.9996 Temp=0.04 NoImprove=330 Restarts=0 Time=10.36s
Iteration 5000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=341 Restarts=0 Time=12.49s
Iteration 6000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=1341 Restarts=0 Time=14.51s
Iteration 7000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=2341 Restarts=0 Time=16.48s
Iteration 8000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=3341 Restarts=0 Time=18.41s
Iteration 9000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=4341 Restarts=0 Time=20.20s
Iteration 10000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=5341 Restarts=0 Time=21.93s
Iteration 11000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=6341 Restarts=0 Time=23.81s
Iteration 12000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=7341 Restarts=0 Time=25.70s
Iteration 13000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=8341 Restarts=0 Time=27.69s
Iteration 14000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=9341 Restarts=0 Time=29.55s
Iteration 15000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=10341 Restarts=0 Time=31.39s
Iteration 16000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=11341 Restarts=0 Time=33.27s
Iteration 17000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=12341 Restarts=0 Time=35.10s
Iteration 18000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=13341 Restarts=0 Time=37.01s
Iteration 19000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=14341 Restarts=0 Time=39.27s
Iteration 20000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=15341 Restarts=0 Time=41.20s
Iteration 21000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=16341 Restarts=0 Time=43.08s
Iteration 22000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=17341 Restarts=0 Time=45.08s
Iteration 23000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=18341 Restarts=0 Time=47.23s
Iteration 24000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=19341 Restarts=0 Time=49.34s
Iteration 25000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=20341 Restarts=0 Time=51.35s
Iteration 26000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=21341 Restarts=0 Time=53.43s
Iteration 27000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=22341 Restarts=0 Time=55.37s
Iteration 28000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=23341 Restarts=0 Time=57.35s
Iteration 29000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=24341 Restarts=0 Time=59.39s
Iteration 30000: BestViol=4811.5240 BestAff=0 BestCompact=65953.92 CurScore=48181193.9207 BestScore=48181193.9207 Temp=0.00 NoImprove=25341 Restarts=0 Time=61.43s
