Iteration 0: BestViol=50802.7890 BestAff=3854 BestCompact=115485.90 CurScore=529340375.9014 BestScore=529340375.9014 Temp=26467018.80 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=3980.8270 BestAff=3753 BestCompact=132953.20 CurScore=60686395.1934 BestScore=60582723.1979 Temp=176110.71 NoImprove=53 Restarts=0 Time=32.09s
Iteration 2000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=251460319.2957 BestScore=60419348.8802 Temp=19407873.23 NoImprove=38 Restarts=9 Time=67.99s
Iteration 3000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=463348975.9844 BestScore=60419348.8802 Temp=27271326.52 NoImprove=28 Restarts=19 Time=100.98s
Iteration 4000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=297799821.6608 BestScore=60419348.8802 Temp=21041245.34 NoImprove=18 Restarts=29 Time=132.80s
Iteration 5000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=572840469.1032 BestScore=60419348.8802 Temp=29297208.48 NoImprove=8 Restarts=39 Time=165.84s
Iteration 6000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=205212139.3057 BestScore=60419348.8802 Temp=17663807.06 NoImprove=99 Restarts=48 Time=198.15s
Iteration 7000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=117776933.6011 BestScore=60419348.8802 Temp=12934739.73 NoImprove=89 Restarts=58 Time=231.08s
Iteration 8000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=259495261.3690 BestScore=60419348.8802 Temp=16011549.19 NoImprove=79 Restarts=68 Time=263.94s
Iteration 9000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=497488160.3666 BestScore=60419348.8802 Temp=27886708.33 NoImprove=69 Restarts=78 Time=296.40s
Iteration 10000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=455272716.4185 BestScore=60419348.8802 Temp=22084793.32 NoImprove=59 Restarts=88 Time=328.91s
Iteration 11000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=382132914.7313 BestScore=60419348.8802 Temp=23296676.12 NoImprove=49 Restarts=98 Time=360.83s
Iteration 12000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=357497327.4398 BestScore=60419348.8802 Temp=21989555.44 NoImprove=39 Restarts=108 Time=394.15s
Iteration 13000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=440004088.7591 BestScore=60419348.8802 Temp=27117764.22 NoImprove=29 Restarts=118 Time=427.87s
Iteration 14000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=496813778.6682 BestScore=60419348.8802 Temp=29015021.76 NoImprove=19 Restarts=128 Time=460.46s
Iteration 15000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=522955641.0366 BestScore=60419348.8802 Temp=27419321.64 NoImprove=9 Restarts=138 Time=493.60s
Iteration 16000: BestViol=3968.9460 BestAff=3745 BestCompact=132388.88 CurScore=124261720.7592 BestScore=60419348.8802 Temp=10072196.47 NoImprove=100 Restarts=147 Time=527.03s
