Iteration 0: BestViol=36558.7175 BestAff=0 BestCompact=46164.92 CurScore=365633339.9215 BestScore=365633339.9215 Temp=18281667.00 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=17702.2075 BestAff=0 BestCompact=44936.32 CurScore=234177325.1194 BestScore=177067011.3171 Temp=11708866.26 NoImprove=0 Restarts=1000 Time=6.70s
Iteration 2000: BestViol=17430.5400 BestAff=0 BestCompact=45449.43 CurScore=297340529.1830 BestScore=174350849.4268 Temp=14867026.46 NoImprove=0 Restarts=2000 Time=13.27s
Iteration 3000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=252225743.1343 BestScore=148906022.0773 Temp=12611287.16 NoImprove=0 Restarts=3000 Time=19.62s
Iteration 4000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=373038726.0203 BestScore=148906022.0773 Temp=18651936.30 NoImprove=0 Restarts=4000 Time=26.11s
Iteration 5000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=383283912.2193 BestScore=148906022.0773 Temp=19164195.61 NoImprove=0 Restarts=5000 Time=32.51s
Iteration 6000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=266299858.9913 BestScore=148906022.0773 Temp=13314992.95 NoImprove=0 Restarts=6000 Time=38.87s
Iteration 7000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=349097027.3498 BestScore=148906022.0773 Temp=17454851.37 NoImprove=0 Restarts=7000 Time=45.39s
Iteration 8000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=463050631.1761 BestScore=148906022.0773 Temp=23152531.56 NoImprove=0 Restarts=8000 Time=51.90s
Iteration 9000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=378475310.1180 BestScore=148906022.0773 Temp=18923765.51 NoImprove=0 Restarts=9000 Time=58.38s
Iteration 10000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=370478901.6946 BestScore=148906022.0773 Temp=18523945.08 NoImprove=0 Restarts=10000 Time=64.85s
Iteration 11000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=378847304.6501 BestScore=148906022.0773 Temp=18942365.23 NoImprove=0 Restarts=11000 Time=71.17s
Iteration 12000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=367989776.9910 BestScore=148906022.0773 Temp=18399488.85 NoImprove=0 Restarts=12000 Time=77.55s
Iteration 13000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=269129845.3295 BestScore=148906022.0773 Temp=13456492.27 NoImprove=0 Restarts=13000 Time=83.80s
Iteration 14000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=364809992.2080 BestScore=148906022.0773 Temp=18240499.61 NoImprove=0 Restarts=14000 Time=90.14s
Iteration 15000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=195421754.8263 BestScore=148906022.0773 Temp=9771087.74 NoImprove=0 Restarts=15000 Time=96.60s
Iteration 16000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=349001829.6976 BestScore=148906022.0773 Temp=17450091.48 NoImprove=0 Restarts=16000 Time=103.08s
Iteration 17000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=271371707.3869 BestScore=148906022.0773 Temp=13568585.37 NoImprove=0 Restarts=17000 Time=109.73s
Iteration 18000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=386254953.1495 BestScore=148906022.0773 Temp=19312747.66 NoImprove=0 Restarts=18000 Time=116.13s
Iteration 19000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=368060814.6791 BestScore=148906022.0773 Temp=18403040.73 NoImprove=0 Restarts=19000 Time=122.49s
Iteration 20000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=436316244.8308 BestScore=148906022.0773 Temp=21815812.24 NoImprove=0 Restarts=20000 Time=128.71s
Iteration 21000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=378847304.6501 BestScore=148906022.0773 Temp=18942365.23 NoImprove=0 Restarts=21000 Time=134.87s
Iteration 22000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=365893886.4055 BestScore=148906022.0773 Temp=18294694.32 NoImprove=0 Restarts=22000 Time=141.05s
Iteration 23000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=281179592.1273 BestScore=148906022.0773 Temp=14058979.61 NoImprove=0 Restarts=23000 Time=147.22s
Iteration 24000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=330547297.5536 BestScore=148906022.0773 Temp=16527364.88 NoImprove=0 Restarts=24000 Time=153.40s
Iteration 25000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=268550496.7621 BestScore=148906022.0773 Temp=13427524.84 NoImprove=0 Restarts=25000 Time=159.58s
Iteration 26000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=325767203.2485 BestScore=148906022.0773 Temp=16288360.16 NoImprove=0 Restarts=26000 Time=165.73s
Iteration 27000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=342216970.5708 BestScore=148906022.0773 Temp=17110848.53 NoImprove=0 Restarts=27000 Time=172.05s
Iteration 28000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=447020538.0077 BestScore=148906022.0773 Temp=22351026.90 NoImprove=0 Restarts=28000 Time=178.29s
Iteration 29000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=335956334.1568 BestScore=148906022.0773 Temp=16797816.71 NoImprove=0 Restarts=29000 Time=184.49s
Iteration 30000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=195167507.9989 BestScore=148906022.0773 Temp=9758375.40 NoImprove=0 Restarts=30000 Time=190.66s
Iteration 31000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=326304695.7208 BestScore=148906022.0773 Temp=16315234.79 NoImprove=0 Restarts=31000 Time=196.87s
Iteration 32000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=329780736.4618 BestScore=148906022.0773 Temp=16489036.82 NoImprove=0 Restarts=32000 Time=203.10s
Iteration 33000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=238809024.3674 BestScore=148906022.0773 Temp=11940451.22 NoImprove=0 Restarts=33000 Time=209.27s
Iteration 34000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=293245478.3870 BestScore=148906022.0773 Temp=14662273.92 NoImprove=0 Restarts=34000 Time=215.47s
Iteration 35000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=332628169.7731 BestScore=148906022.0773 Temp=16631408.49 NoImprove=0 Restarts=35000 Time=221.63s
Iteration 36000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=298901160.3042 BestScore=148906022.0773 Temp=14945058.02 NoImprove=0 Restarts=36000 Time=227.78s
Iteration 37000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=246764245.0833 BestScore=148906022.0773 Temp=12338212.25 NoImprove=0 Restarts=37000 Time=233.99s
Iteration 38000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=362689154.0025 BestScore=148906022.0773 Temp=18134457.70 NoImprove=0 Restarts=38000 Time=240.42s
Iteration 39000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=344518094.1679 BestScore=148906022.0773 Temp=17225904.71 NoImprove=0 Restarts=39000 Time=246.54s
Iteration 40000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=271371707.3869 BestScore=148906022.0773 Temp=13568585.37 NoImprove=0 Restarts=40000 Time=252.77s
Iteration 41000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=281601850.6335 BestScore=148906022.0773 Temp=14080092.53 NoImprove=0 Restarts=41000 Time=259.03s
Iteration 42000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=388630055.4547 BestScore=148906022.0773 Temp=19431502.77 NoImprove=0 Restarts=42000 Time=265.20s
Iteration 43000: BestViol=14886.1075 BestAff=0 BestCompact=44947.08 CurScore=319248843.9379 BestScore=148906022.0773 Temp=15962442.20 NoImprove=0 Restarts=43000 Time=271.44s
