Iteration 0: BestViol=62139.5690 BestAff=3951 BestCompact=117234.07 CurScore=643243424.0705 BestScore=643243424.0705 Temp=32162171.20 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=5085.7020 BestAff=3844 BestCompact=154436.66 CurScore=72469943.3068 BestScore=72153456.6622 Temp=214006.08 NoImprove=2 Restarts=0 Time=33.56s
Iteration 2000: BestViol=3061.1100 BestAff=3818 BestCompact=151608.53 CurScore=51761708.5278 BestScore=51761708.5278 Temp=1423.99 NoImprove=19 Restarts=0 Time=68.00s
Iteration 3000: BestViol=1518.0440 BestAff=3811 BestCompact=150006.75 CurScore=36290946.7456 BestScore=36290946.7456 Temp=9.48 NoImprove=41 Restarts=0 Time=93.49s
Iteration 4000: BestViol=1041.0450 BestAff=3788 BestCompact=147755.25 CurScore=31392205.2519 BestScore=31392205.2519 Temp=0.06 NoImprove=79 Restarts=0 Time=119.91s
Iteration 5000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=97648996.4112 BestScore=31351858.5879 Temp=11799771.45 NoImprove=139 Restarts=4 Time=144.21s
Iteration 6000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=131675447.0242 BestScore=31351858.5879 Temp=13304847.96 NoImprove=134 Restarts=9 Time=174.67s
Iteration 7000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=342542334.2584 BestScore=31351858.5879 Temp=18360018.70 NoImprove=129 Restarts=14 Time=209.32s
Iteration 8000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=162580214.3395 BestScore=31351858.5879 Temp=15516425.26 NoImprove=124 Restarts=19 Time=244.22s
Iteration 9000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=117650529.8327 BestScore=31351858.5879 Temp=10399734.78 NoImprove=119 Restarts=24 Time=279.99s
Iteration 10000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=218086281.8980 BestScore=31351858.5879 Temp=14558849.38 NoImprove=114 Restarts=29 Time=315.33s
Iteration 11000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=254273918.8916 BestScore=31351858.5879 Temp=15524013.90 NoImprove=109 Restarts=34 Time=349.12s
Iteration 12000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=295807842.5829 BestScore=31351858.5879 Temp=17394071.63 NoImprove=104 Restarts=39 Time=383.86s
Iteration 13000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=100350820.8891 BestScore=31351858.5879 Temp=12207879.43 NoImprove=99 Restarts=44 Time=417.37s
Iteration 14000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=169780315.6105 BestScore=31351858.5879 Temp=14257406.38 NoImprove=94 Restarts=49 Time=451.83s
Iteration 15000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=186502391.8663 BestScore=31351858.5879 Temp=14573290.23 NoImprove=89 Restarts=54 Time=489.12s
Iteration 16000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=169124883.1740 BestScore=31351858.5879 Temp=18538592.38 NoImprove=84 Restarts=59 Time=525.64s
Iteration 17000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=195955899.3276 BestScore=31351858.5879 Temp=18182287.18 NoImprove=79 Restarts=64 Time=562.51s
Iteration 18000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=227925145.9989 BestScore=31351858.5879 Temp=16271683.02 NoImprove=74 Restarts=69 Time=603.45s
Iteration 19000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=315937083.0370 BestScore=31351858.5879 Temp=21261843.67 NoImprove=69 Restarts=74 Time=644.54s
Iteration 20000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=416609971.4571 BestScore=31351858.5879 Temp=24632548.72 NoImprove=64 Restarts=79 Time=679.68s
Iteration 21000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=191655446.2960 BestScore=31351858.5879 Temp=17228546.78 NoImprove=59 Restarts=84 Time=715.67s
Iteration 22000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=148437265.8346 BestScore=31351858.5879 Temp=13982721.63 NoImprove=54 Restarts=89 Time=750.81s
Iteration 23000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=212001609.8487 BestScore=31351858.5879 Temp=17224100.74 NoImprove=49 Restarts=94 Time=786.10s
Iteration 24000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=306654968.4509 BestScore=31351858.5879 Temp=20707203.81 NoImprove=44 Restarts=99 Time=822.57s
Iteration 25000: BestViol=1037.0120 BestAff=3788 BestCompact=147738.59 CurScore=492196172.9962 BestScore=31351858.5879 Temp=26408555.61 NoImprove=39 Restarts=104 Time=860.67s
