Iteration 0: BestViol=32845.1460 BestAff=0 BestCompact=26321.50 CurScore=328477781.5007 BestScore=328477781.5007 Temp=16423889.08 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=25794.9070 BestAff=0 BestCompact=27142.20 CurScore=257976212.2038 BestScore=257976212.2038 Temp=109284.04 NoImprove=61 Restarts=0 Time=1.35s
Iteration 2000: BestViol=25218.1870 BestAff=0 BestCompact=27046.41 CurScore=359689244.3401 BestScore=252208916.4119 Temp=10742204.82 NoImprove=120 Restarts=4 Time=2.91s
Iteration 3000: BestViol=24644.7690 BestAff=0 BestCompact=26326.98 CurScore=246474016.9777 BestScore=246474016.9777 Temp=3307108.66 NoImprove=4 Restarts=8 Time=4.45s
Iteration 4000: BestViol=22884.8090 BestAff=0 BestCompact=26893.34 CurScore=339546509.4590 BestScore=228874983.3445 Temp=13890776.92 NoImprove=48 Restarts=11 Time=6.08s
Iteration 5000: BestViol=22884.8090 BestAff=0 BestCompact=26893.34 CurScore=360878260.0005 BestScore=228874983.3445 Temp=14367824.30 NoImprove=43 Restarts=16 Time=7.59s
Iteration 6000: BestViol=22849.1820 BestAff=0 BestCompact=25026.83 CurScore=240693677.7867 BestScore=228516846.8278 Temp=4324044.32 NoImprove=64 Restarts=20 Time=9.05s
Iteration 7000: BestViol=20876.4130 BestAff=0 BestCompact=25832.59 CurScore=368741206.8376 BestScore=208789962.5867 Temp=17680826.05 NoImprove=5 Restarts=24 Time=10.57s
Iteration 8000: BestViol=20876.4130 BestAff=0 BestCompact=25832.59 CurScore=353706083.4362 BestScore=208789962.5867 Temp=17685304.17 NoImprove=0 Restarts=29 Time=12.11s
Iteration 9000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=312180442.6869 BestScore=198124007.6508 Temp=7744184.83 NoImprove=141 Restarts=33 Time=13.66s
Iteration 10000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=354870502.0210 BestScore=198124007.6508 Temp=9337087.67 NoImprove=136 Restarts=38 Time=15.21s
Iteration 11000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=296509279.7921 BestScore=198124007.6508 Temp=7748880.21 NoImprove=131 Restarts=43 Time=16.77s
Iteration 12000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=260646247.6132 BestScore=198124007.6508 Temp=8719133.05 NoImprove=126 Restarts=48 Time=18.23s
Iteration 13000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=279365298.8763 BestScore=198124007.6508 Temp=8329713.92 NoImprove=121 Restarts=53 Time=19.73s
Iteration 14000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=393735128.2648 BestScore=198124007.6508 Temp=10772490.32 NoImprove=116 Restarts=58 Time=21.17s
Iteration 15000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=295025990.4555 BestScore=198124007.6508 Temp=8820362.47 NoImprove=111 Restarts=63 Time=22.69s
Iteration 16000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=320983072.4020 BestScore=198124007.6508 Temp=10200523.10 NoImprove=106 Restarts=68 Time=24.18s
Iteration 17000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=353854779.7142 BestScore=198124007.6508 Temp=10710359.19 NoImprove=101 Restarts=73 Time=25.68s
Iteration 18000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=260056074.9192 BestScore=198124007.6508 Temp=8554961.41 NoImprove=96 Restarts=78 Time=27.15s
Iteration 19000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=388691823.3151 BestScore=198124007.6508 Temp=13538922.25 NoImprove=91 Restarts=83 Time=28.66s
Iteration 20000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=351839444.9087 BestScore=198124007.6508 Temp=10789588.55 NoImprove=86 Restarts=88 Time=30.13s
Iteration 21000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=417472211.8233 BestScore=198124007.6508 Temp=14460524.61 NoImprove=81 Restarts=93 Time=31.58s
Iteration 22000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=324958616.8693 BestScore=198124007.6508 Temp=10800652.21 NoImprove=76 Restarts=98 Time=33.12s
Iteration 23000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=363105184.4564 BestScore=198124007.6508 Temp=14264224.06 NoImprove=71 Restarts=103 Time=34.68s
Iteration 24000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=392808469.4461 BestScore=198124007.6508 Temp=16277945.19 NoImprove=66 Restarts=108 Time=36.15s
Iteration 25000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=329191762.2535 BestScore=198124007.6508 Temp=13173287.53 NoImprove=61 Restarts=113 Time=37.60s
Iteration 26000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=345806317.5581 BestScore=198124007.6508 Temp=12146384.80 NoImprove=56 Restarts=118 Time=39.08s
Iteration 27000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=365848798.5778 BestScore=198124007.6508 Temp=14206621.53 NoImprove=51 Restarts=123 Time=40.59s
Iteration 28000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=353108951.5475 BestScore=198124007.6508 Temp=15839155.83 NoImprove=46 Restarts=128 Time=42.08s
Iteration 29000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=336808665.7718 BestScore=198124007.6508 Temp=14204340.67 NoImprove=41 Restarts=133 Time=43.60s
Iteration 30000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=321643710.5561 BestScore=198124007.6508 Temp=13502713.73 NoImprove=36 Restarts=138 Time=45.14s
Iteration 31000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=408291673.3111 BestScore=198124007.6508 Temp=17047017.25 NoImprove=31 Restarts=143 Time=46.63s
Iteration 32000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=339563717.4214 BestScore=198124007.6508 Temp=14281831.17 NoImprove=26 Restarts=148 Time=48.12s
Iteration 33000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=359391427.0193 BestScore=198124007.6508 Temp=16670837.41 NoImprove=21 Restarts=153 Time=49.71s
Iteration 34000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=365800210.3053 BestScore=198124007.6508 Temp=17351303.68 NoImprove=16 Restarts=158 Time=51.22s
Iteration 35000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=413538883.9900 BestScore=198124007.6508 Temp=20886469.11 NoImprove=11 Restarts=163 Time=52.75s
Iteration 36000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=292247073.1738 BestScore=198124007.6508 Temp=14081379.05 NoImprove=6 Restarts=168 Time=54.37s
Iteration 37000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=332476070.0399 BestScore=198124007.6508 Temp=16705314.95 NoImprove=1 Restarts=173 Time=55.93s
Iteration 38000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=331876750.0510 BestScore=198124007.6508 Temp=6796590.23 NoImprove=197 Restarts=177 Time=57.41s
Iteration 39000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=344677477.8098 BestScore=198124007.6508 Temp=6848555.50 NoImprove=192 Restarts=182 Time=58.95s
Iteration 40000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=374617685.7092 BestScore=198124007.6508 Temp=7292334.14 NoImprove=187 Restarts=187 Time=60.49s
Iteration 41000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=406070439.7253 BestScore=198124007.6508 Temp=8069206.68 NoImprove=182 Restarts=192 Time=62.09s
Iteration 42000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=388457540.3195 BestScore=198124007.6508 Temp=8232139.87 NoImprove=177 Restarts=197 Time=63.61s
Iteration 43000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=332438788.3361 BestScore=198124007.6508 Temp=7646899.90 NoImprove=172 Restarts=202 Time=65.17s
Iteration 44000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=352115171.8330 BestScore=198124007.6508 Temp=7938368.14 NoImprove=167 Restarts=207 Time=66.72s
Iteration 45000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=367841431.8169 BestScore=198124007.6508 Temp=8204872.29 NoImprove=162 Restarts=212 Time=68.24s
Iteration 46000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=317473407.1981 BestScore=198124007.6508 Temp=7327540.52 NoImprove=157 Restarts=217 Time=69.75s
Iteration 47000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=281734539.8008 BestScore=198124007.6508 Temp=7020000.23 NoImprove=152 Restarts=222 Time=71.25s
Iteration 48000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=295458935.2771 BestScore=198124007.6508 Temp=7608525.60 NoImprove=147 Restarts=227 Time=72.74s
Iteration 49000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=244235414.3535 BestScore=198124007.6508 Temp=6885529.21 NoImprove=142 Restarts=232 Time=74.15s
Iteration 50000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=299079458.0329 BestScore=198124007.6508 Temp=8532631.01 NoImprove=137 Restarts=237 Time=75.72s
Iteration 51000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=317505705.9960 BestScore=198124007.6508 Temp=8516891.76 NoImprove=132 Restarts=242 Time=77.27s
Iteration 52000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=383950614.1953 BestScore=198124007.6508 Temp=9810775.52 NoImprove=127 Restarts=247 Time=78.76s
Iteration 53000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=441170425.7600 BestScore=198124007.6508 Temp=11920218.13 NoImprove=122 Restarts=252 Time=80.27s
Iteration 54000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=437163547.4523 BestScore=198124007.6508 Temp=12583268.16 NoImprove=117 Restarts=257 Time=81.76s
Iteration 55000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=376763246.1464 BestScore=198124007.6508 Temp=11364610.56 NoImprove=112 Restarts=262 Time=83.24s
Iteration 56000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=338504601.2769 BestScore=198124007.6508 Temp=11130638.02 NoImprove=107 Restarts=267 Time=84.69s
Iteration 57000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=359004392.5407 BestScore=198124007.6508 Temp=11858416.30 NoImprove=102 Restarts=272 Time=86.27s
Iteration 58000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=374114692.9802 BestScore=198124007.6508 Temp=12493475.26 NoImprove=97 Restarts=277 Time=87.79s
Iteration 59000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=355410005.5565 BestScore=198124007.6508 Temp=11879249.74 NoImprove=92 Restarts=282 Time=89.34s
Iteration 60000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=323191663.8469 BestScore=198124007.6508 Temp=11471009.17 NoImprove=87 Restarts=287 Time=90.87s
Iteration 61000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=370887198.5651 BestScore=198124007.6508 Temp=12112773.98 NoImprove=82 Restarts=292 Time=92.54s
Iteration 62000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=318484468.0074 BestScore=198124007.6508 Temp=11780900.67 NoImprove=77 Restarts=297 Time=94.08s
Iteration 63000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=421781954.1180 BestScore=198124007.6508 Temp=12996189.44 NoImprove=72 Restarts=302 Time=95.63s
Iteration 64000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=250265860.0087 BestScore=198124007.6508 Temp=8572982.87 NoImprove=67 Restarts=307 Time=97.24s
Iteration 65000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=377531419.5548 BestScore=198124007.6508 Temp=14891661.84 NoImprove=62 Restarts=312 Time=98.77s
Iteration 66000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=325073725.2002 BestScore=198124007.6508 Temp=12085632.83 NoImprove=57 Restarts=317 Time=100.28s
Iteration 67000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=382332936.1270 BestScore=198124007.6508 Temp=14868736.13 NoImprove=52 Restarts=322 Time=101.80s
Iteration 68000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=369926172.1713 BestScore=198124007.6508 Temp=14641884.79 NoImprove=47 Restarts=327 Time=103.32s
Iteration 69000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=285727312.9379 BestScore=198124007.6508 Temp=12247773.14 NoImprove=42 Restarts=332 Time=104.90s
Iteration 70000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=272021746.6557 BestScore=198124007.6508 Temp=12616767.10 NoImprove=37 Restarts=337 Time=106.42s
Iteration 71000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=395403625.0435 BestScore=198124007.6508 Temp=18110937.99 NoImprove=32 Restarts=342 Time=108.00s
Iteration 72000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=351232292.5925 BestScore=198124007.6508 Temp=15548061.21 NoImprove=27 Restarts=347 Time=109.52s
Iteration 73000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=350125486.1361 BestScore=198124007.6508 Temp=16343662.19 NoImprove=22 Restarts=352 Time=111.02s
Iteration 74000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=322079040.8215 BestScore=198124007.6508 Temp=15023558.74 NoImprove=17 Restarts=357 Time=112.59s
Iteration 75000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=319207255.2365 BestScore=198124007.6508 Temp=15154583.91 NoImprove=12 Restarts=362 Time=114.13s
Iteration 76000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=324141231.5265 BestScore=198124007.6508 Temp=16583804.27 NoImprove=7 Restarts=367 Time=115.70s
Iteration 77000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=330587620.9056 BestScore=198124007.6508 Temp=16425921.79 NoImprove=2 Restarts=372 Time=117.25s
Iteration 78000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=237263142.7278 BestScore=198124007.6508 Temp=5618539.26 NoImprove=198 Restarts=376 Time=118.79s
Iteration 79000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=305649327.8213 BestScore=198124007.6508 Temp=6054183.05 NoImprove=193 Restarts=381 Time=120.38s
Iteration 80000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=292670382.8972 BestScore=198124007.6508 Temp=6534337.28 NoImprove=188 Restarts=386 Time=121.89s
Iteration 81000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=238260259.8686 BestScore=198124007.6508 Temp=6275397.80 NoImprove=183 Restarts=391 Time=123.51s
Iteration 82000: BestViol=19809.8580 BestAff=0 BestCompact=25427.65 CurScore=330392931.8301 BestScore=198124007.6508 Temp=7611540.81 NoImprove=178 Restarts=396 Time=125.04s
